000000000---5 instance :360, 8 instance :73
000000001---5 instance :2, 8 instance :0
000000010---5 instance :619, 8 instance :235
000000011---5 instance :1, 8 instance :0
000000100---5 instance :2, 8 instance :4
000000110---5 instance :4, 8 instance :1
000001010---5 instance :12, 8 instance :16
000001100---5 instance :0, 8 instance :1
000010000---5 instance :1089, 8 instance :533
000010001---5 instance :11, 8 instance :8
000010010---5 instance :1796, 8 instance :3325
000010011---5 instance :9, 8 instance :12
000010100---5 instance :11, 8 instance :9
000010110---5 instance :25, 8 instance :24
000011000---5 instance :7, 8 instance :27
000011010---5 instance :37, 8 instance :69
000011011---5 instance :3, 8 instance :0
000011100---5 instance :1, 8 instance :0
000011110---5 instance :1, 8 instance :0
000100000---5 instance :3, 8 instance :0
000100001---5 instance :0, 8 instance :1
000100010---5 instance :4, 8 instance :1
000100110---5 instance :1, 8 instance :0
000101000---5 instance :2, 8 instance :0
000101010---5 instance :4, 8 instance :0
000110000---5 instance :4, 8 instance :6
000110010---5 instance :29, 8 instance :7
000110011---5 instance :2, 8 instance :1
000111000---5 instance :0, 8 instance :1
000111001---5 instance :0, 8 instance :1
000111010---5 instance :2, 8 instance :0
001000000---5 instance :22, 8 instance :1
001000010---5 instance :58, 8 instance :3
001000100---5 instance :2, 8 instance :0
001000110---5 instance :1, 8 instance :0
001010000---5 instance :97, 8 instance :35
001010010---5 instance :257, 8 instance :46
001010011---5 instance :0, 8 instance :1
001010100---5 instance :1, 8 instance :2
001010110---5 instance :3, 8 instance :0
001011010---5 instance :0, 8 instance :1
001100010---5 instance :1, 8 instance :0
001110010---5 instance :3, 8 instance :0
010000000---5 instance :30, 8 instance :7
010000001---5 instance :2, 8 instance :0
010000010---5 instance :188, 8 instance :43
010000100---5 instance :0, 8 instance :1
010001010---5 instance :14, 8 instance :2
010010010---5 instance :524, 8 instance :1216
010010011---5 instance :3, 8 instance :5
010010100---5 instance :4, 8 instance :2
010011000---5 instance :1, 8 instance :2
010011001---5 instance :0, 8 instance :1
010011010---5 instance :12, 8 instance :29
010011011---5 instance :1, 8 instance :0
010011100---5 instance :1, 8 instance :0
010011110---5 instance :0, 8 instance :2
010100000---5 instance :1, 8 instance :0
010110000---5 instance :0, 8 instance :2
010110010---5 instance :3, 8 instance :2
010110011---5 instance :0, 8 instance :1
010111000---5 instance :0, 8 instance :1
011000000---5 instance :2, 8 instance :0
011000010---5 instance :12, 8 instance :0
011001010---5 instance :1, 8 instance :0
011010000---5 instance :5, 8 instance :1
011010010---5 instance :43, 8 instance :5
011010110---5 instance :2, 8 instance :0
011110010---5 instance :1, 8 instance :0
