000000000---4 instance :1010, 5 instance :277
000000001---4 instance :12, 5 instance :2
000000010---4 instance :691, 5 instance :481
000000011---4 instance :0, 5 instance :1
000000100---4 instance :0, 5 instance :3
000000110---4 instance :0, 5 instance :7
000001000---4 instance :60, 5 instance :5
000001001---4 instance :1, 5 instance :0
000001010---4 instance :53, 5 instance :13
000010000---4 instance :1270, 5 instance :961
000010001---4 instance :36, 5 instance :11
000010010---4 instance :1274, 5 instance :1622
000010011---4 instance :2, 5 instance :9
000010100---4 instance :0, 5 instance :18
000010110---4 instance :0, 5 instance :31
000011000---4 instance :137, 5 instance :7
000011001---4 instance :3, 5 instance :0
000011010---4 instance :118, 5 instance :37
000011011---4 instance :0, 5 instance :5
000011110---4 instance :0, 5 instance :2
000100000---4 instance :82, 5 instance :2
000100001---4 instance :8, 5 instance :0
000100010---4 instance :36, 5 instance :7
000100011---4 instance :0, 5 instance :1
000101000---4 instance :15, 5 instance :2
000101001---4 instance :5, 5 instance :0
000101010---4 instance :3, 5 instance :5
000110000---4 instance :135, 5 instance :7
000110001---4 instance :19, 5 instance :3
000110010---4 instance :55, 5 instance :44
000110011---4 instance :0, 5 instance :3
000110110---4 instance :0, 5 instance :2
000111000---4 instance :34, 5 instance :1
000111001---4 instance :5, 5 instance :0
000111010---4 instance :15, 5 instance :4
001000000---4 instance :97, 5 instance :20
001000010---4 instance :84, 5 instance :80
001000110---4 instance :0, 5 instance :3
001001000---4 instance :2, 5 instance :0
001001001---4 instance :1, 5 instance :0
001001010---4 instance :6, 5 instance :0
001010000---4 instance :101, 5 instance :105
001010010---4 instance :66, 5 instance :359
001010100---4 instance :0, 5 instance :4
001010110---4 instance :0, 5 instance :10
001011000---4 instance :18, 5 instance :1
001011010---4 instance :7, 5 instance :1
001100000---4 instance :8, 5 instance :1
001100010---4 instance :5, 5 instance :1
001101000---4 instance :2, 5 instance :0
001110000---4 instance :9, 5 instance :0
001110010---4 instance :7, 5 instance :5
001111000---4 instance :1, 5 instance :0
001111010---4 instance :3, 5 instance :0
010000000---4 instance :102, 5 instance :20
010000001---4 instance :1, 5 instance :2
010000010---4 instance :58, 5 instance :230
010000011---4 instance :0, 5 instance :2
010000110---4 instance :0, 5 instance :4
010001000---4 instance :9, 5 instance :2
010001010---4 instance :8, 5 instance :17
010010000---4 instance :61, 5 instance :45
010010001---4 instance :0, 5 instance :1
010010010---4 instance :64, 5 instance :760
010010011---4 instance :0, 5 instance :9
010010100---4 instance :0, 5 instance :2
010010110---4 instance :0, 5 instance :6
010011000---4 instance :7, 5 instance :1
010011010---4 instance :9, 5 instance :18
010011011---4 instance :0, 5 instance :2
010011100---4 instance :0, 5 instance :2
010100000---4 instance :2, 5 instance :1
010100010---4 instance :3, 5 instance :0
010101000---4 instance :1, 5 instance :0
010101010---4 instance :0, 5 instance :1
010110000---4 instance :2, 5 instance :1
010110010---4 instance :0, 5 instance :9
010110011---4 instance :0, 5 instance :1
010111010---4 instance :0, 5 instance :1
011000010---4 instance :4, 5 instance :17
011000110---4 instance :0, 5 instance :1
011001010---4 instance :1, 5 instance :2
011010000---4 instance :1, 5 instance :4
011010010---4 instance :0, 5 instance :87
011010110---4 instance :0, 5 instance :3
011011010---4 instance :0, 5 instance :2
011110010---4 instance :0, 5 instance :2
011111010---4 instance :0, 5 instance :1
100000000---4 instance :1, 5 instance :0
100000001---4 instance :1, 5 instance :0
100001000---4 instance :1, 5 instance :0
100001001---4 instance :1, 5 instance :0
100010000---4 instance :3, 5 instance :0
100010001---4 instance :1, 5 instance :0
100101010---4 instance :1, 5 instance :0
100110000---4 instance :1, 5 instance :0
100111000---4 instance :1, 5 instance :0
