000000000---3 instance :43, 7 instance :1733
000000001---3 instance :2, 7 instance :1
000000010---3 instance :109, 7 instance :3142
000000011---3 instance :0, 7 instance :2
000000100---3 instance :4, 7 instance :20
000000110---3 instance :5, 7 instance :0
000001000---3 instance :2, 7 instance :26
000001010---3 instance :0, 7 instance :42
000001100---3 instance :0, 7 instance :3
000010000---3 instance :369, 7 instance :301
000010001---3 instance :3, 7 instance :2
000010010---3 instance :1646, 7 instance :546
000010011---3 instance :7, 7 instance :0
000010100---3 instance :105, 7 instance :13
000010110---3 instance :213, 7 instance :0
000011000---3 instance :9, 7 instance :28
000011010---3 instance :25, 7 instance :41
000011110---3 instance :3, 7 instance :0
000100000---3 instance :5, 7 instance :91
000100010---3 instance :0, 7 instance :163
000101000---3 instance :0, 7 instance :19
000101010---3 instance :1, 7 instance :13
000110000---3 instance :4, 7 instance :18
000110001---3 instance :1, 7 instance :2
000110010---3 instance :11, 7 instance :22
000111000---3 instance :0, 7 instance :4
000111010---3 instance :0, 7 instance :1
001000000---3 instance :3, 7 instance :0
001000010---3 instance :1, 7 instance :0
001010000---3 instance :4, 7 instance :0
001010010---3 instance :6, 7 instance :0
001010100---3 instance :1, 7 instance :0
001010110---3 instance :1, 7 instance :0
001011010---3 instance :1, 7 instance :0
001110000---3 instance :1, 7 instance :0
010000000---3 instance :58, 7 instance :9
010000010---3 instance :295, 7 instance :8
010000100---3 instance :7, 7 instance :2
010000110---3 instance :5, 7 instance :0
010001000---3 instance :2, 7 instance :0
010001010---3 instance :7, 7 instance :0
010001110---3 instance :1, 7 instance :0
010010000---3 instance :215, 7 instance :2
010010010---3 instance :2588, 7 instance :10
010010011---3 instance :3, 7 instance :0
010010100---3 instance :55, 7 instance :0
010010110---3 instance :192, 7 instance :0
010011000---3 instance :2, 7 instance :0
010011010---3 instance :34, 7 instance :0
010011110---3 instance :4, 7 instance :0
010100000---3 instance :1, 7 instance :0
010100010---3 instance :1, 7 instance :0
010110000---3 instance :2, 7 instance :0
010110010---3 instance :12, 7 instance :0
010110110---3 instance :2, 7 instance :0
010111010---3 instance :1, 7 instance :0
011010000---3 instance :3, 7 instance :0
011010010---3 instance :2, 7 instance :0
011010100---3 instance :1, 7 instance :0
011010110---3 instance :1, 7 instance :0
011011010---3 instance :1, 7 instance :0
100000010---3 instance :5, 7 instance :1
100010000---3 instance :3, 7 instance :0
100010010---3 instance :16, 7 instance :0
100011010---3 instance :2, 7 instance :0
110000010---3 instance :2, 7 instance :0
110001010---3 instance :1, 7 instance :0
110010010---3 instance :20, 7 instance :0
110010110---3 instance :1, 7 instance :0
110011010---3 instance :1, 7 instance :0
