000000000---6 instance :400, 7 instance :1453
000000001---6 instance :0, 7 instance :3
000000010---6 instance :176, 7 instance :3111
000000011---6 instance :0, 7 instance :2
000000100---6 instance :0, 7 instance :23
000001000---6 instance :181, 7 instance :26
000001010---6 instance :21, 7 instance :51
000001100---6 instance :0, 7 instance :3
000010000---6 instance :840, 7 instance :345
000010001---6 instance :1, 7 instance :4
000010010---6 instance :565, 7 instance :666
000010100---6 instance :0, 7 instance :17
000011000---6 instance :257, 7 instance :35
000011010---6 instance :41, 7 instance :51
000100000---6 instance :1, 7 instance :110
000100010---6 instance :0, 7 instance :206
000101000---6 instance :25, 7 instance :21
000101010---6 instance :2, 7 instance :22
000110000---6 instance :0, 7 instance :19
000110001---6 instance :0, 7 instance :2
000110010---6 instance :0, 7 instance :25
000111000---6 instance :36, 7 instance :8
001000000---6 instance :24, 7 instance :0
001000010---6 instance :34, 7 instance :0
001001000---6 instance :1, 7 instance :0
001001010---6 instance :2, 7 instance :0
001010000---6 instance :58, 7 instance :0
001010010---6 instance :63, 7 instance :0
001011000---6 instance :5, 7 instance :0
001011010---6 instance :3, 7 instance :0
001110010---6 instance :1, 7 instance :0
001111010---6 instance :1, 7 instance :0
010000000---6 instance :560, 7 instance :11
010000010---6 instance :190, 7 instance :15
010000100---6 instance :0, 7 instance :3
010001000---6 instance :270, 7 instance :0
010001010---6 instance :35, 7 instance :0
010010000---6 instance :950, 7 instance :6
010010010---6 instance :537, 7 instance :20
010010011---6 instance :2, 7 instance :0
010010100---6 instance :0, 7 instance :1
010011000---6 instance :430, 7 instance :0
010011010---6 instance :135, 7 instance :0
010101000---6 instance :9, 7 instance :0
010101010---6 instance :2, 7 instance :0
010110000---6 instance :2, 7 instance :0
010111000---6 instance :26, 7 instance :0
010111010---6 instance :5, 7 instance :0
011000010---6 instance :3, 7 instance :0
011010000---6 instance :3, 7 instance :0
011010010---6 instance :1, 7 instance :0
011110010---6 instance :1, 7 instance :0
100000000---6 instance :1, 7 instance :0
100000010---6 instance :0, 7 instance :2
100001000---6 instance :4, 7 instance :0
100001100---6 instance :0, 7 instance :1
100010000---6 instance :1, 7 instance :0
100010010---6 instance :1, 7 instance :0
100011000---6 instance :3, 7 instance :0
100011010---6 instance :2, 7 instance :0
100101000---6 instance :3, 7 instance :0
100111000---6 instance :1, 7 instance :0
