000000000---7 instance :1427, 9 instance :626
000000001---7 instance :3, 9 instance :11
000000010---7 instance :3107, 9 instance :553
000000011---7 instance :2, 9 instance :1
000000100---7 instance :22, 9 instance :1
000001000---7 instance :25, 9 instance :4
000001010---7 instance :53, 9 instance :8
000001100---7 instance :3, 9 instance :0
000010000---7 instance :350, 9 instance :1502
000010001---7 instance :4, 9 instance :11
000010010---7 instance :677, 9 instance :2529
000010011---7 instance :0, 9 instance :5
000010100---7 instance :18, 9 instance :6
000010110---7 instance :0, 9 instance :1
000011000---7 instance :35, 9 instance :15
000011001---7 instance :0, 9 instance :4
000011010---7 instance :51, 9 instance :17
000011011---7 instance :0, 9 instance :1
000011100---7 instance :0, 9 instance :1
000100000---7 instance :109, 9 instance :102
000100001---7 instance :1, 9 instance :35
000100010---7 instance :210, 9 instance :23
000101000---7 instance :22, 9 instance :15
000101001---7 instance :0, 9 instance :9
000101010---7 instance :22, 9 instance :6
000101100---7 instance :1, 9 instance :0
000110000---7 instance :21, 9 instance :100
000110001---7 instance :2, 9 instance :31
000110010---7 instance :26, 9 instance :52
000111000---7 instance :8, 9 instance :6
000111001---7 instance :0, 9 instance :3
000111010---7 instance :3, 9 instance :22
010000000---7 instance :13, 9 instance :33
010000001---7 instance :0, 9 instance :4
010000010---7 instance :16, 9 instance :20
010000100---7 instance :3, 9 instance :0
010001000---7 instance :0, 9 instance :1
010001010---7 instance :0, 9 instance :1
010010000---7 instance :7, 9 instance :42
010010001---7 instance :0, 9 instance :3
010010010---7 instance :20, 9 instance :117
010011010---7 instance :0, 9 instance :4
010100000---7 instance :0, 9 instance :10
010100001---7 instance :0, 9 instance :3
010101000---7 instance :0, 9 instance :2
010101001---7 instance :0, 9 instance :1
010110000---7 instance :0, 9 instance :2
010111001---7 instance :0, 9 instance :1
010111010---7 instance :0, 9 instance :4
100000010---7 instance :2, 9 instance :0
100001100---7 instance :1, 9 instance :0
