000000000---3 instance :64, 5 instance :364
000000010---3 instance :160, 5 instance :631
000000011---3 instance :0, 5 instance :1
000000100---3 instance :6, 5 instance :2
000000110---3 instance :4, 5 instance :5
000001000---3 instance :2, 5 instance :8
000001010---3 instance :1, 5 instance :11
000010000---3 instance :462, 5 instance :1106
000010001---3 instance :2, 5 instance :11
000010010---3 instance :2175, 5 instance :1814
000010011---3 instance :5, 5 instance :8
000010100---3 instance :116, 5 instance :11
000010110---3 instance :208, 5 instance :24
000011000---3 instance :10, 5 instance :7
000011010---3 instance :18, 5 instance :37
000011011---3 instance :0, 5 instance :3
000011100---3 instance :0, 5 instance :1
000011110---3 instance :4, 5 instance :1
000100000---3 instance :5, 5 instance :3
000100010---3 instance :0, 5 instance :3
000100110---3 instance :0, 5 instance :1
000101000---3 instance :0, 5 instance :2
000101010---3 instance :1, 5 instance :4
000110000---3 instance :6, 5 instance :4
000110001---3 instance :0, 5 instance :1
000110010---3 instance :11, 5 instance :29
000110011---3 instance :0, 5 instance :2
000111010---3 instance :0, 5 instance :2
001000000---3 instance :2, 5 instance :22
001000010---3 instance :1, 5 instance :55
001000100---3 instance :0, 5 instance :2
001000110---3 instance :0, 5 instance :1
001010000---3 instance :5, 5 instance :90
001010010---3 instance :3, 5 instance :237
001010100---3 instance :0, 5 instance :1
001010110---3 instance :0, 5 instance :2
001011000---3 instance :0, 5 instance :1
001100010---3 instance :0, 5 instance :1
001110010---3 instance :0, 5 instance :3
010000000---3 instance :81, 5 instance :32
010000001---3 instance :0, 5 instance :2
010000010---3 instance :276, 5 instance :184
010000100---3 instance :6, 5 instance :0
010000110---3 instance :6, 5 instance :0
010001000---3 instance :4, 5 instance :0
010001010---3 instance :7, 5 instance :14
010001110---3 instance :1, 5 instance :0
010010000---3 instance :283, 5 instance :77
010010010---3 instance :1947, 5 instance :507
010010011---3 instance :1, 5 instance :3
010010100---3 instance :49, 5 instance :4
010010110---3 instance :115, 5 instance :3
010011010---3 instance :25, 5 instance :12
010011011---3 instance :0, 5 instance :1
010011100---3 instance :0, 5 instance :1
010011110---3 instance :1, 5 instance :0
010100010---3 instance :1, 5 instance :0
010110000---3 instance :1, 5 instance :0
010110010---3 instance :8, 5 instance :3
010110110---3 instance :1, 5 instance :0
010111010---3 instance :0, 5 instance :1
011000000---3 instance :0, 5 instance :2
011000010---3 instance :0, 5 instance :11
011001010---3 instance :0, 5 instance :1
011010010---3 instance :2, 5 instance :42
011010100---3 instance :1, 5 instance :0
011010110---3 instance :0, 5 instance :2
011011010---3 instance :1, 5 instance :0
011110010---3 instance :0, 5 instance :1
100000010---3 instance :5, 5 instance :0
100010000---3 instance :1, 5 instance :0
100010010---3 instance :13, 5 instance :0
100011010---3 instance :3, 5 instance :0
110000010---3 instance :1, 5 instance :0
110001010---3 instance :1, 5 instance :0
110010010---3 instance :11, 5 instance :0
110010110---3 instance :1, 5 instance :0
