000000000---2 instance :559, 5 instance :308
000000001---2 instance :14, 5 instance :2
000000010---2 instance :97, 5 instance :539
000000011---2 instance :9, 5 instance :1
000000100---2 instance :75, 5 instance :2
000000110---2 instance :8, 5 instance :6
000001000---2 instance :40, 5 instance :6
000001010---2 instance :5, 5 instance :15
000001100---2 instance :2, 5 instance :0
000010000---2 instance :748, 5 instance :1005
000010001---2 instance :25, 5 instance :10
000010010---2 instance :102, 5 instance :1696
000010011---2 instance :9, 5 instance :8
000010100---2 instance :35, 5 instance :15
000010101---2 instance :1, 5 instance :0
000010110---2 instance :4, 5 instance :32
000011000---2 instance :93, 5 instance :6
000011010---2 instance :3, 5 instance :33
000011011---2 instance :0, 5 instance :5
000011110---2 instance :0, 5 instance :2
000100000---2 instance :8, 5 instance :3
000100010---2 instance :2, 5 instance :6
000100011---2 instance :1, 5 instance :0
000101000---2 instance :0, 5 instance :2
000101010---2 instance :0, 5 instance :5
000101100---2 instance :1, 5 instance :0
000110000---2 instance :16, 5 instance :4
000110001---2 instance :0, 5 instance :3
000110010---2 instance :0, 5 instance :43
000110011---2 instance :1, 5 instance :4
000110110---2 instance :0, 5 instance :1
000111000---2 instance :1, 5 instance :0
000111010---2 instance :0, 5 instance :4
001000000---2 instance :16, 5 instance :19
001000010---2 instance :0, 5 instance :72
001000100---2 instance :7, 5 instance :0
001000110---2 instance :0, 5 instance :3
001010000---2 instance :12, 5 instance :101
001010010---2 instance :3, 5 instance :328
001010100---2 instance :3, 5 instance :4
001010110---2 instance :0, 5 instance :6
001011000---2 instance :0, 5 instance :1
001011010---2 instance :0, 5 instance :1
001100000---2 instance :2, 5 instance :1
001100010---2 instance :0, 5 instance :1
001110010---2 instance :0, 5 instance :4
010000000---2 instance :1184, 5 instance :23
010000001---2 instance :67, 5 instance :2
010000010---2 instance :343, 5 instance :213
010000011---2 instance :24, 5 instance :1
010000100---2 instance :71, 5 instance :0
010000101---2 instance :3, 5 instance :0
010000110---2 instance :13, 5 instance :1
010001000---2 instance :26, 5 instance :1
010001001---2 instance :1, 5 instance :0
010001010---2 instance :11, 5 instance :14
010001011---2 instance :2, 5 instance :0
010001100---2 instance :3, 5 instance :0
010010000---2 instance :1372, 5 instance :54
010010001---2 instance :123, 5 instance :1
010010010---2 instance :563, 5 instance :665
010010011---2 instance :53, 5 instance :7
010010100---2 instance :45, 5 instance :3
010010101---2 instance :2, 5 instance :0
010010110---2 instance :5, 5 instance :4
010010111---2 instance :1, 5 instance :0
010011000---2 instance :63, 5 instance :2
010011010---2 instance :12, 5 instance :15
010011011---2 instance :0, 5 instance :2
010011100---2 instance :0, 5 instance :2
010100000---2 instance :3, 5 instance :1
010100010---2 instance :1, 5 instance :0
010101010---2 instance :0, 5 instance :1
010110000---2 instance :12, 5 instance :1
010110010---2 instance :1, 5 instance :5
010111010---2 instance :0, 5 instance :1
011000000---2 instance :8, 5 instance :2
011000010---2 instance :0, 5 instance :14
011000100---2 instance :1, 5 instance :0
011001000---2 instance :1, 5 instance :0
011001010---2 instance :0, 5 instance :2
011010000---2 instance :6, 5 instance :5
011010010---2 instance :2, 5 instance :67
011010100---2 instance :3, 5 instance :0
011010110---2 instance :0, 5 instance :2
011011010---2 instance :0, 5 instance :2
011110010---2 instance :0, 5 instance :1
100000000---2 instance :1, 5 instance :0
100000010---2 instance :2, 5 instance :0
100010000---2 instance :5, 5 instance :0
100010010---2 instance :2, 5 instance :0
110000000---2 instance :4, 5 instance :0
110000010---2 instance :3, 5 instance :0
110000011---2 instance :1, 5 instance :0
110001000---2 instance :1, 5 instance :0
110001010---2 instance :1, 5 instance :0
110010000---2 instance :7, 5 instance :0
110010010---2 instance :4, 5 instance :0
