000000000---2 instance :459, 9 instance :725
000000010---2 instance :94, 9 instance :603
000000011---2 instance :10, 9 instance :0
000000100---2 instance :80, 9 instance :1
000000110---2 instance :6, 9 instance :0
000001000---2 instance :44, 9 instance :5
000001001---2 instance :0, 9 instance :1
000001010---2 instance :3, 9 instance :9
000001011---2 instance :1, 9 instance :0
000001100---2 instance :3, 9 instance :0
000010000---2 instance :735, 9 instance :1553
000010001---2 instance :21, 9 instance :9
000010010---2 instance :92, 9 instance :2438
000010011---2 instance :9, 9 instance :4
000010100---2 instance :37, 9 instance :5
000010101---2 instance :1, 9 instance :0
000010110---2 instance :3, 9 instance :1
000011000---2 instance :92, 9 instance :13
000011001---2 instance :0, 9 instance :3
000011010---2 instance :3, 9 instance :13
000011011---2 instance :0, 9 instance :1
000011100---2 instance :0, 9 instance :1
000100000---2 instance :8, 9 instance :99
000100001---2 instance :0, 9 instance :27
000100010---2 instance :1, 9 instance :19
000100011---2 instance :1, 9 instance :0
000101000---2 instance :0, 9 instance :13
000101001---2 instance :0, 9 instance :7
000101010---2 instance :0, 9 instance :4
000101100---2 instance :1, 9 instance :0
000110000---2 instance :17, 9 instance :90
000110001---2 instance :0, 9 instance :26
000110010---2 instance :0, 9 instance :39
000110011---2 instance :1, 9 instance :0
000111000---2 instance :1, 9 instance :6
000111001---2 instance :0, 9 instance :3
000111010---2 instance :0, 9 instance :19
001000000---2 instance :15, 9 instance :0
001000100---2 instance :9, 9 instance :0
001010000---2 instance :15, 9 instance :0
001010010---2 instance :4, 9 instance :0
001010100---2 instance :3, 9 instance :0
001011000---2 instance :1, 9 instance :0
001100000---2 instance :2, 9 instance :0
010000000---2 instance :1092, 9 instance :30
010000001---2 instance :80, 9 instance :4
010000010---2 instance :367, 9 instance :17
010000011---2 instance :27, 9 instance :0
010000100---2 instance :81, 9 instance :0
010000101---2 instance :4, 9 instance :0
010000110---2 instance :16, 9 instance :0
010001000---2 instance :24, 9 instance :0
010001001---2 instance :2, 9 instance :0
010001010---2 instance :18, 9 instance :1
010001011---2 instance :2, 9 instance :0
010001100---2 instance :3, 9 instance :0
010010000---2 instance :1387, 9 instance :31
010010001---2 instance :134, 9 instance :2
010010010---2 instance :635, 9 instance :95
010010011---2 instance :62, 9 instance :0
010010100---2 instance :50, 9 instance :1
010010101---2 instance :4, 9 instance :0
010010110---2 instance :11, 9 instance :0
010010111---2 instance :1, 9 instance :0
010011000---2 instance :67, 9 instance :0
010011001---2 instance :1, 9 instance :0
010011010---2 instance :17, 9 instance :4
010011100---2 instance :1, 9 instance :0
010100000---2 instance :3, 9 instance :6
010100001---2 instance :0, 9 instance :1
010100010---2 instance :3, 9 instance :0
010101000---2 instance :0, 9 instance :2
010101001---2 instance :0, 9 instance :1
010110000---2 instance :12, 9 instance :2
010110001---2 instance :1, 9 instance :0
010110010---2 instance :1, 9 instance :0
010111010---2 instance :0, 9 instance :2
011000000---2 instance :7, 9 instance :0
011000100---2 instance :2, 9 instance :0
011001000---2 instance :1, 9 instance :0
011010000---2 instance :10, 9 instance :0
011010010---2 instance :2, 9 instance :0
011010100---2 instance :4, 9 instance :0
100000000---2 instance :2, 9 instance :0
100000010---2 instance :3, 9 instance :0
100010000---2 instance :4, 9 instance :0
100010010---2 instance :4, 9 instance :0
110000000---2 instance :5, 9 instance :0
110000001---2 instance :1, 9 instance :0
110000010---2 instance :3, 9 instance :0
110000011---2 instance :2, 9 instance :0
110001000---2 instance :1, 9 instance :0
110001010---2 instance :1, 9 instance :0
110010000---2 instance :6, 9 instance :0
110010010---2 instance :8, 9 instance :0
110010011---2 instance :1, 9 instance :0
