000000000---1 instance :14, 2 instance :574
000000001---1 instance :0, 2 instance :17
000000010---1 instance :13, 2 instance :103
000000011---1 instance :0, 2 instance :8
000000100---1 instance :0, 2 instance :75
000000110---1 instance :1, 2 instance :7
000001000---1 instance :0, 2 instance :42
000001010---1 instance :0, 2 instance :5
000001100---1 instance :0, 2 instance :2
000010000---1 instance :2692, 2 instance :761
000010001---1 instance :1, 2 instance :24
000010010---1 instance :2051, 2 instance :103
000010011---1 instance :0, 2 instance :9
000010100---1 instance :24, 2 instance :35
000010110---1 instance :0, 2 instance :3
000011000---1 instance :1, 2 instance :89
000011010---1 instance :1, 2 instance :3
000100000---1 instance :0, 2 instance :8
000100010---1 instance :1, 2 instance :2
000100011---1 instance :0, 2 instance :1
000101100---1 instance :0, 2 instance :1
000110000---1 instance :2, 2 instance :15
000110010---1 instance :1, 2 instance :0
000110011---1 instance :0, 2 instance :1
000111000---1 instance :0, 2 instance :1
001000000---1 instance :0, 2 instance :16
001000100---1 instance :0, 2 instance :6
001000110---1 instance :1, 2 instance :0
001010000---1 instance :76, 2 instance :13
001010010---1 instance :0, 2 instance :3
001010100---1 instance :19, 2 instance :3
001100000---1 instance :0, 2 instance :2
010000000---1 instance :17, 2 instance :1196
010000001---1 instance :0, 2 instance :66
010000010---1 instance :5, 2 instance :330
010000011---1 instance :0, 2 instance :24
010000100---1 instance :0, 2 instance :69
010000101---1 instance :0, 2 instance :2
010000110---1 instance :0, 2 instance :13
010001000---1 instance :0, 2 instance :24
010001001---1 instance :0, 2 instance :1
010001010---1 instance :0, 2 instance :11
010001011---1 instance :0, 2 instance :2
010001100---1 instance :0, 2 instance :3
010010000---1 instance :332, 2 instance :1379
010010001---1 instance :0, 2 instance :120
010010010---1 instance :1487, 2 instance :545
010010011---1 instance :0, 2 instance :52
010010100---1 instance :0, 2 instance :42
010010110---1 instance :0, 2 instance :5
010010111---1 instance :0, 2 instance :1
010011000---1 instance :0, 2 instance :63
010011010---1 instance :0, 2 instance :12
010100000---1 instance :0, 2 instance :3
010100010---1 instance :0, 2 instance :1
010110000---1 instance :0, 2 instance :11
011000000---1 instance :0, 2 instance :7
011000100---1 instance :0, 2 instance :1
011001000---1 instance :0, 2 instance :1
011010000---1 instance :0, 2 instance :5
011010010---1 instance :0, 2 instance :2
011010100---1 instance :0, 2 instance :3
100000000---1 instance :0, 2 instance :1
100000010---1 instance :0, 2 instance :2
100010000---1 instance :0, 2 instance :5
100010001---1 instance :1, 2 instance :0
100010010---1 instance :0, 2 instance :2
110000000---1 instance :0, 2 instance :4
110000010---1 instance :0, 2 instance :3
110000011---1 instance :0, 2 instance :1
110001000---1 instance :0, 2 instance :1
110001010---1 instance :0, 2 instance :1
110010000---1 instance :0, 2 instance :7
110010010---1 instance :0, 2 instance :3
