000000000---5 instance :257, 7 instance :1539
000000001---5 instance :2, 7 instance :3
000000010---5 instance :447, 7 instance :3128
000000011---5 instance :1, 7 instance :2
000000100---5 instance :3, 7 instance :21
000000110---5 instance :5, 7 instance :0
000001000---5 instance :4, 7 instance :24
000001010---5 instance :14, 7 instance :45
000001100---5 instance :0, 7 instance :2
000010000---5 instance :926, 7 instance :333
000010001---5 instance :10, 7 instance :2
000010010---5 instance :1546, 7 instance :627
000010011---5 instance :10, 7 instance :0
000010100---5 instance :17, 7 instance :16
000010110---5 instance :37, 7 instance :0
000011000---5 instance :7, 7 instance :32
000011010---5 instance :36, 7 instance :47
000011011---5 instance :5, 7 instance :0
000011110---5 instance :2, 7 instance :0
000100000---5 instance :1, 7 instance :106
000100010---5 instance :8, 7 instance :188
000100011---5 instance :1, 7 instance :0
000101000---5 instance :3, 7 instance :21
000101010---5 instance :4, 7 instance :21
000110000---5 instance :9, 7 instance :20
000110001---5 instance :4, 7 instance :2
000110010---5 instance :48, 7 instance :25
000110011---5 instance :3, 7 instance :0
000110110---5 instance :2, 7 instance :0
000111000---5 instance :1, 7 instance :5
000111010---5 instance :5, 7 instance :3
001000000---5 instance :21, 7 instance :0
001000010---5 instance :85, 7 instance :0
001000110---5 instance :4, 7 instance :0
001010000---5 instance :99, 7 instance :0
001010010---5 instance :384, 7 instance :0
001010011---5 instance :1, 7 instance :0
001010100---5 instance :6, 7 instance :0
001010110---5 instance :14, 7 instance :0
001011000---5 instance :1, 7 instance :0
001011010---5 instance :1, 7 instance :0
001100000---5 instance :1, 7 instance :0
001100010---5 instance :2, 7 instance :0
001110010---5 instance :5, 7 instance :0
010000000---5 instance :17, 7 instance :11
010000001---5 instance :2, 7 instance :0
010000010---5 instance :241, 7 instance :14
010000011---5 instance :1, 7 instance :0
010000100---5 instance :0, 7 instance :3
010000110---5 instance :6, 7 instance :0
010001000---5 instance :1, 7 instance :0
010001010---5 instance :18, 7 instance :0
010010000---5 instance :43, 7 instance :6
010010001---5 instance :1, 7 instance :0
010010010---5 instance :837, 7 instance :15
010010011---5 instance :10, 7 instance :0
010010100---5 instance :2, 7 instance :1
010010110---5 instance :8, 7 instance :0
010011000---5 instance :2, 7 instance :0
010011010---5 instance :21, 7 instance :0
010011011---5 instance :2, 7 instance :0
010011100---5 instance :2, 7 instance :0
010011110---5 instance :1, 7 instance :0
010100000---5 instance :1, 7 instance :0
010100010---5 instance :1, 7 instance :0
010101010---5 instance :2, 7 instance :0
010110000---5 instance :1, 7 instance :0
010110010---5 instance :10, 7 instance :0
010110011---5 instance :1, 7 instance :0
010111010---5 instance :2, 7 instance :0
011000010---5 instance :20, 7 instance :0
011000110---5 instance :1, 7 instance :0
011001010---5 instance :2, 7 instance :0
011010000---5 instance :4, 7 instance :0
011010010---5 instance :106, 7 instance :0
011010110---5 instance :5, 7 instance :0
011011010---5 instance :4, 7 instance :0
011100000---5 instance :1, 7 instance :0
011110010---5 instance :2, 7 instance :0
011111010---5 instance :1, 7 instance :0
100000010---5 instance :0, 7 instance :2
100001100---5 instance :0, 7 instance :1
