000000000---1 instance :16, 8 instance :76
000000010---1 instance :14, 8 instance :236
000000100---1 instance :0, 8 instance :4
000000110---1 instance :0, 8 instance :1
000001000---1 instance :0, 8 instance :8
000001010---1 instance :0, 8 instance :15
000001100---1 instance :0, 8 instance :1
000010000---1 instance :2830, 8 instance :542
000010001---1 instance :0, 8 instance :8
000010010---1 instance :2096, 8 instance :3352
000010011---1 instance :0, 8 instance :11
000010100---1 instance :21, 8 instance :8
000010101---1 instance :1, 8 instance :0
000010110---1 instance :0, 8 instance :21
000011000---1 instance :1, 8 instance :27
000011010---1 instance :1, 8 instance :69
000100001---1 instance :0, 8 instance :1
000110000---1 instance :2, 8 instance :7
000110001---1 instance :0, 8 instance :1
000110010---1 instance :1, 8 instance :6
000110011---1 instance :0, 8 instance :1
000111001---1 instance :0, 8 instance :1
001000000---1 instance :0, 8 instance :1
001000010---1 instance :0, 8 instance :4
001000110---1 instance :1, 8 instance :0
001010000---1 instance :61, 8 instance :34
001010010---1 instance :0, 8 instance :42
001010011---1 instance :0, 8 instance :1
001010100---1 instance :14, 8 instance :1
001011000---1 instance :0, 8 instance :1
001011010---1 instance :0, 8 instance :1
010000000---1 instance :20, 8 instance :5
010000010---1 instance :3, 8 instance :43
010000100---1 instance :0, 8 instance :1
010001010---1 instance :0, 8 instance :2
010010000---1 instance :351, 8 instance :72
010010010---1 instance :1306, 8 instance :1190
010010011---1 instance :0, 8 instance :5
010010100---1 instance :0, 8 instance :2
010010110---1 instance :0, 8 instance :4
010011000---1 instance :0, 8 instance :2
010011001---1 instance :0, 8 instance :1
010011010---1 instance :0, 8 instance :28
010011110---1 instance :0, 8 instance :1
010110000---1 instance :0, 8 instance :2
010110010---1 instance :1, 8 instance :2
010110011---1 instance :0, 8 instance :1
010111000---1 instance :0, 8 instance :1
010111010---1 instance :0, 8 instance :1
011010000---1 instance :0, 8 instance :1
011010010---1 instance :0, 8 instance :5
100010001---1 instance :1, 8 instance :0
