000000000---4 instance :902, 9 instance :666
000000001---4 instance :11, 9 instance :13
000000010---4 instance :637, 9 instance :581
000000100---4 instance :0, 9 instance :1
000001000---4 instance :59, 9 instance :4
000001001---4 instance :0, 9 instance :1
000001010---4 instance :50, 9 instance :9
000010000---4 instance :1206, 9 instance :1518
000010001---4 instance :34, 9 instance :10
000010010---4 instance :1286, 9 instance :2492
000010011---4 instance :2, 9 instance :4
000010100---4 instance :1, 9 instance :5
000010110---4 instance :0, 9 instance :1
000011000---4 instance :138, 9 instance :15
000011001---4 instance :4, 9 instance :3
000011010---4 instance :136, 9 instance :13
000011011---4 instance :0, 9 instance :1
000011100---4 instance :0, 9 instance :1
000100000---4 instance :92, 9 instance :101
000100001---4 instance :10, 9 instance :31
000100010---4 instance :39, 9 instance :24
000101000---4 instance :16, 9 instance :14
000101001---4 instance :6, 9 instance :7
000101010---4 instance :3, 9 instance :5
000110000---4 instance :141, 9 instance :95
000110001---4 instance :23, 9 instance :29
000110010---4 instance :64, 9 instance :46
000111000---4 instance :34, 9 instance :6
000111001---4 instance :7, 9 instance :3
001000000---4 instance :98, 9 instance :0
001000010---4 instance :90, 9 instance :0
001001000---4 instance :2, 9 instance :0
001001001---4 instance :1, 9 instance :0
001001010---4 instance :6, 9 instance :0
001010000---4 instance :115, 9 instance :0
001010010---4 instance :85, 9 instance :0
001011000---4 instance :19, 9 instance :0
001011010---4 instance :7, 9 instance :0
001011100---4 instance :1, 9 instance :0
001100000---4 instance :12, 9 instance :0
001100010---4 instance :11, 9 instance :0
001101000---4 instance :4, 9 instance :0
001110000---4 instance :13, 9 instance :0
001110010---4 instance :9, 9 instance :0
001111000---4 instance :1, 9 instance :0
001111010---4 instance :4, 9 instance :0
010000000---4 instance :109, 9 instance :30
010000001---4 instance :1, 9 instance :5
010000010---4 instance :74, 9 instance :17
010001000---4 instance :14, 9 instance :1
010001010---4 instance :8, 9 instance :1
010010000---4 instance :79, 9 instance :37
010010001---4 instance :0, 9 instance :3
010010010---4 instance :100, 9 instance :109
010010100---4 instance :0, 9 instance :1
010011000---4 instance :12, 9 instance :0
010011010---4 instance :10, 9 instance :5
010100000---4 instance :1, 9 instance :9
010100001---4 instance :1, 9 instance :2
010100010---4 instance :3, 9 instance :0
010101000---4 instance :1, 9 instance :2
010101001---4 instance :0, 9 instance :1
010111000---4 instance :3, 9 instance :1
010111010---4 instance :0, 9 instance :3
011000000---4 instance :2, 9 instance :0
011000010---4 instance :6, 9 instance :0
011001010---4 instance :1, 9 instance :0
011010000---4 instance :2, 9 instance :0
100000001---4 instance :1, 9 instance :0
100001000---4 instance :2, 9 instance :0
100001001---4 instance :1, 9 instance :0
100010000---4 instance :3, 9 instance :0
100010001---4 instance :2, 9 instance :0
100110000---4 instance :1, 9 instance :0
100110001---4 instance :1, 9 instance :0
100111000---4 instance :1, 9 instance :0
100111010---4 instance :1, 9 instance :0
