000000000---0 instance :330, 1 instance :15
000000001---0 instance :1, 1 instance :0
000000010---0 instance :1030, 1 instance :13
000000011---0 instance :1, 1 instance :0
000000100---0 instance :28, 1 instance :0
000000110---0 instance :8, 1 instance :1
000001000---0 instance :532, 1 instance :0
000001001---0 instance :1, 1 instance :0
000001010---0 instance :777, 1 instance :0
000001011---0 instance :1, 1 instance :0
000001100---0 instance :23, 1 instance :0
000001110---0 instance :15, 1 instance :0
000010000---0 instance :64, 1 instance :2748
000010010---0 instance :129, 1 instance :2060
000010100---0 instance :8, 1 instance :24
000010101---0 instance :0, 1 instance :1
000010110---0 instance :2, 1 instance :0
000011000---0 instance :68, 1 instance :1
000011010---0 instance :87, 1 instance :1
000011100---0 instance :3, 1 instance :0
000011110---0 instance :5, 1 instance :0
000100000---0 instance :8, 1 instance :0
000100010---0 instance :7, 1 instance :1
000101000---0 instance :173, 1 instance :0
000101001---0 instance :1, 1 instance :0
000101010---0 instance :207, 1 instance :0
000101110---0 instance :1, 1 instance :0
000110000---0 instance :1, 1 instance :2
000111000---0 instance :14, 1 instance :0
000111010---0 instance :17, 1 instance :0
001000000---0 instance :30, 1 instance :0
001000010---0 instance :11, 1 instance :0
001000100---0 instance :5, 1 instance :0
001000110---0 instance :0, 1 instance :1
001001000---0 instance :12, 1 instance :0
001001010---0 instance :11, 1 instance :0
001001110---0 instance :1, 1 instance :0
001010000---0 instance :11, 1 instance :69
001010010---0 instance :5, 1 instance :0
001010100---0 instance :0, 1 instance :17
001011010---0 instance :2, 1 instance :0
001101000---0 instance :1, 1 instance :0
001101010---0 instance :2, 1 instance :0
010000000---0 instance :73, 1 instance :19
010000001---0 instance :2, 1 instance :0
010000010---0 instance :1062, 1 instance :3
010000011---0 instance :1, 1 instance :0
010000100---0 instance :2, 1 instance :0
010000110---0 instance :1, 1 instance :0
010001000---0 instance :74, 1 instance :0
010001001---0 instance :2, 1 instance :0
010001010---0 instance :779, 1 instance :0
010001011---0 instance :1, 1 instance :0
010001100---0 instance :3, 1 instance :0
010001110---0 instance :3, 1 instance :0
010010000---0 instance :9, 1 instance :336
010010010---0 instance :52, 1 instance :1427
010011000---0 instance :2, 1 instance :0
010011010---0 instance :22, 1 instance :0
010100000---0 instance :2, 1 instance :0
010100010---0 instance :8, 1 instance :0
010101000---0 instance :23, 1 instance :0
010101010---0 instance :159, 1 instance :0
010110010---0 instance :0, 1 instance :1
010111010---0 instance :6, 1 instance :0
011001010---0 instance :2, 1 instance :0
100010001---0 instance :0, 1 instance :1
110001010---0 instance :1, 1 instance :0
