000000000---3 instance :75, 8 instance :90
000000001---3 instance :2, 8 instance :1
000000010---3 instance :207, 8 instance :265
000000011---3 instance :0, 8 instance :1
000000100---3 instance :6, 8 instance :3
000000110---3 instance :3, 8 instance :1
000001000---3 instance :2, 8 instance :8
000001010---3 instance :1, 8 instance :19
000001110---3 instance :1, 8 instance :0
000010000---3 instance :516, 8 instance :596
000010001---3 instance :1, 8 instance :7
000010010---3 instance :2621, 8 instance :3697
000010011---3 instance :4, 8 instance :12
000010100---3 instance :122, 8 instance :5
000010110---3 instance :220, 8 instance :13
000011000---3 instance :12, 8 instance :29
000011001---3 instance :0, 8 instance :2
000011010---3 instance :18, 8 instance :68
000011110---3 instance :4, 8 instance :0
000100000---3 instance :6, 8 instance :0
000100001---3 instance :0, 8 instance :1
000110000---3 instance :6, 8 instance :8
000110001---3 instance :0, 8 instance :1
000110010---3 instance :13, 8 instance :6
000110011---3 instance :0, 8 instance :1
001000000---3 instance :2, 8 instance :1
001000010---3 instance :0, 8 instance :4
001010000---3 instance :4, 8 instance :25
001010010---3 instance :3, 8 instance :25
001011000---3 instance :0, 8 instance :1
010000000---3 instance :113, 8 instance :6
010000010---3 instance :240, 8 instance :23
010000100---3 instance :5, 8 instance :1
010000110---3 instance :6, 8 instance :0
010001000---3 instance :5, 8 instance :0
010001010---3 instance :5, 8 instance :0
010010000---3 instance :344, 8 instance :72
010010010---3 instance :1388, 8 instance :818
010010011---3 instance :1, 8 instance :2
010010100---3 instance :41, 8 instance :2
010010110---3 instance :74, 8 instance :3
010011000---3 instance :2, 8 instance :4
010011010---3 instance :18, 8 instance :22
010100010---3 instance :1, 8 instance :0
010110010---3 instance :6, 8 instance :0
010110011---3 instance :0, 8 instance :1
010110110---3 instance :1, 8 instance :0
010111000---3 instance :0, 8 instance :1
011010000---3 instance :3, 8 instance :1
011010010---3 instance :1, 8 instance :4
011010100---3 instance :1, 8 instance :0
100000010---3 instance :5, 8 instance :0
100010000---3 instance :1, 8 instance :0
100010010---3 instance :11, 8 instance :0
100011010---3 instance :2, 8 instance :0
110010010---3 instance :6, 8 instance :0
110010110---3 instance :1, 8 instance :0
