000000000---0 instance :257, 4 instance :1019
000000001---0 instance :1, 4 instance :13
000000010---0 instance :826, 4 instance :696
000000100---0 instance :26, 4 instance :0
000000110---0 instance :10, 4 instance :0
000001000---0 instance :435, 4 instance :60
000001010---0 instance :716, 4 instance :53
000001011---0 instance :1, 4 instance :0
000001100---0 instance :25, 4 instance :0
000001110---0 instance :28, 4 instance :0
000010000---0 instance :62, 4 instance :1278
000010001---0 instance :0, 4 instance :35
000010010---0 instance :141, 4 instance :1272
000010011---0 instance :0, 4 instance :2
000010100---0 instance :9, 4 instance :0
000010110---0 instance :3, 4 instance :0
000011000---0 instance :62, 4 instance :138
000011001---0 instance :0, 4 instance :3
000011010---0 instance :91, 4 instance :118
000011100---0 instance :6, 4 instance :0
000011110---0 instance :7, 4 instance :0
000100000---0 instance :7, 4 instance :84
000100001---0 instance :0, 4 instance :7
000100010---0 instance :8, 4 instance :35
000101000---0 instance :188, 4 instance :15
000101001---0 instance :1, 4 instance :5
000101010---0 instance :261, 4 instance :3
000101011---0 instance :1, 4 instance :0
000101110---0 instance :2, 4 instance :0
000110000---0 instance :1, 4 instance :134
000110001---0 instance :0, 4 instance :19
000110010---0 instance :2, 4 instance :53
000111000---0 instance :19, 4 instance :34
000111001---0 instance :0, 4 instance :5
000111010---0 instance :20, 4 instance :14
001000000---0 instance :26, 4 instance :97
001000010---0 instance :17, 4 instance :83
001000100---0 instance :4, 4 instance :0
001001000---0 instance :15, 4 instance :2
001001001---0 instance :0, 4 instance :1
001001010---0 instance :22, 4 instance :6
001001100---0 instance :1, 4 instance :0
001001110---0 instance :1, 4 instance :0
001010000---0 instance :14, 4 instance :99
001010010---0 instance :6, 4 instance :65
001011000---0 instance :1, 4 instance :19
001011010---0 instance :3, 4 instance :6
001011110---0 instance :1, 4 instance :0
001100000---0 instance :1, 4 instance :7
001100010---0 instance :0, 4 instance :5
001101000---0 instance :1, 4 instance :2
001101010---0 instance :2, 4 instance :0
001110000---0 instance :0, 4 instance :8
001110010---0 instance :0, 4 instance :7
001111000---0 instance :0, 4 instance :1
001111010---0 instance :1, 4 instance :3
010000000---0 instance :51, 4 instance :98
010000001---0 instance :2, 4 instance :1
010000010---0 instance :1116, 4 instance :54
010000011---0 instance :2, 4 instance :0
010000110---0 instance :3, 4 instance :0
010001000---0 instance :50, 4 instance :9
010001001---0 instance :2, 4 instance :0
010001010---0 instance :925, 4 instance :8
010001011---0 instance :1, 4 instance :0
010001100---0 instance :2, 4 instance :0
010001110---0 instance :8, 4 instance :0
010010000---0 instance :6, 4 instance :59
010010010---0 instance :70, 4 instance :64
010010100---0 instance :2, 4 instance :0
010011000---0 instance :1, 4 instance :7
010011010---0 instance :40, 4 instance :9
010100000---0 instance :1, 4 instance :2
010100010---0 instance :9, 4 instance :2
010101000---0 instance :29, 4 instance :1
010101010---0 instance :251, 4 instance :0
010101011---0 instance :1, 4 instance :0
010101110---0 instance :1, 4 instance :0
010110000---0 instance :0, 4 instance :2
010111010---0 instance :12, 4 instance :0
011000000---0 instance :1, 4 instance :2
011000010---0 instance :0, 4 instance :4
011001010---0 instance :3, 4 instance :1
011010000---0 instance :0, 4 instance :1
100000000---0 instance :0, 4 instance :1
100000001---0 instance :0, 4 instance :1
100001000---0 instance :0, 4 instance :1
100001001---0 instance :0, 4 instance :1
100010000---0 instance :0, 4 instance :3
100010001---0 instance :0, 4 instance :1
100101010---0 instance :0, 4 instance :1
100110000---0 instance :0, 4 instance :1
100111000---0 instance :0, 4 instance :1
110001010---0 instance :1, 4 instance :0
