000000000---0 instance :285, 6 instance :582
000000001---0 instance :1, 6 instance :0
000000010---0 instance :899, 6 instance :168
000000011---0 instance :1, 6 instance :0
000000100---0 instance :23, 6 instance :0
000000110---0 instance :10, 6 instance :0
000001000---0 instance :477, 6 instance :201
000001001---0 instance :1, 6 instance :0
000001010---0 instance :745, 6 instance :9
000001011---0 instance :1, 6 instance :0
000001100---0 instance :24, 6 instance :0
000001110---0 instance :25, 6 instance :0
000010000---0 instance :60, 6 instance :1049
000010001---0 instance :0, 6 instance :1
000010010---0 instance :133, 6 instance :420
000010100---0 instance :10, 6 instance :0
000010110---0 instance :2, 6 instance :0
000011000---0 instance :62, 6 instance :252
000011010---0 instance :88, 6 instance :25
000011100---0 instance :5, 6 instance :0
000011110---0 instance :6, 6 instance :0
000100000---0 instance :8, 6 instance :0
000100010---0 instance :7, 6 instance :0
000101000---0 instance :178, 6 instance :17
000101001---0 instance :1, 6 instance :0
000101010---0 instance :247, 6 instance :2
000101110---0 instance :1, 6 instance :0
000110000---0 instance :2, 6 instance :0
000110010---0 instance :2, 6 instance :0
000111000---0 instance :16, 6 instance :25
000111010---0 instance :18, 6 instance :0
001000000---0 instance :27, 6 instance :25
001000010---0 instance :15, 6 instance :24
001000100---0 instance :4, 6 instance :0
001001000---0 instance :10, 6 instance :2
001001010---0 instance :18, 6 instance :1
001001100---0 instance :1, 6 instance :0
001001110---0 instance :1, 6 instance :0
001010000---0 instance :13, 6 instance :49
001010010---0 instance :5, 6 instance :43
001011000---0 instance :0, 6 instance :6
001011010---0 instance :3, 6 instance :2
001100000---0 instance :1, 6 instance :0
001100010---0 instance :0, 6 instance :1
001101000---0 instance :1, 6 instance :0
001101010---0 instance :2, 6 instance :0
001111010---0 instance :1, 6 instance :0
010000000---0 instance :60, 6 instance :716
010000001---0 instance :2, 6 instance :0
010000010---0 instance :1102, 6 instance :127
010000011---0 instance :1, 6 instance :0
010000100---0 instance :1, 6 instance :0
010000110---0 instance :3, 6 instance :0
010001000---0 instance :55, 6 instance :255
010001001---0 instance :2, 6 instance :0
010001010---0 instance :876, 6 instance :25
010001011---0 instance :1, 6 instance :0
010001100---0 instance :2, 6 instance :0
010001110---0 instance :6, 6 instance :0
010010000---0 instance :7, 6 instance :1021
010010001---0 instance :0, 6 instance :1
010010010---0 instance :67, 6 instance :367
010011000---0 instance :1, 6 instance :381
010011010---0 instance :34, 6 instance :76
010100000---0 instance :1, 6 instance :0
010100010---0 instance :7, 6 instance :0
010101000---0 instance :30, 6 instance :10
010101010---0 instance :210, 6 instance :1
010101011---0 instance :1, 6 instance :0
010110010---0 instance :0, 6 instance :1
010111000---0 instance :1, 6 instance :16
010111010---0 instance :8, 6 instance :4
011001010---0 instance :3, 6 instance :0
011010000---0 instance :0, 6 instance :2
100001000---0 instance :0, 6 instance :4
100011000---0 instance :0, 6 instance :2
100011010---0 instance :0, 6 instance :1
100101000---0 instance :0, 6 instance :3
110001010---0 instance :1, 6 instance :0
