000000000---0 instance :226, 7 instance :1556
000000001---0 instance :0, 7 instance :2
000000010---0 instance :779, 7 instance :3134
000000011---0 instance :0, 7 instance :2
000000100---0 instance :25, 7 instance :21
000000110---0 instance :10, 7 instance :0
000001000---0 instance :387, 7 instance :24
000001001---0 instance :1, 7 instance :0
000001010---0 instance :692, 7 instance :42
000001011---0 instance :1, 7 instance :0
000001100---0 instance :27, 7 instance :2
000001110---0 instance :36, 7 instance :0
000010000---0 instance :60, 7 instance :324
000010001---0 instance :0, 7 instance :2
000010010---0 instance :147, 7 instance :623
000010100---0 instance :9, 7 instance :16
000010110---0 instance :5, 7 instance :0
000011000---0 instance :62, 7 instance :32
000011010---0 instance :97, 7 instance :44
000011100---0 instance :8, 7 instance :0
000011110---0 instance :10, 7 instance :0
000100000---0 instance :7, 7 instance :106
000100010---0 instance :8, 7 instance :188
000101000---0 instance :190, 7 instance :22
000101001---0 instance :1, 7 instance :0
000101010---0 instance :274, 7 instance :19
000101011---0 instance :1, 7 instance :0
000101110---0 instance :2, 7 instance :0
000110000---0 instance :1, 7 instance :20
000110001---0 instance :0, 7 instance :2
000110010---0 instance :2, 7 instance :25
000111000---0 instance :19, 7 instance :5
000111010---0 instance :21, 7 instance :3
001000000---0 instance :27, 7 instance :0
001000010---0 instance :18, 7 instance :0
001000100---0 instance :4, 7 instance :0
001001000---0 instance :15, 7 instance :0
001001010---0 instance :24, 7 instance :0
001001110---0 instance :3, 7 instance :0
001010000---0 instance :11, 7 instance :0
001010010---0 instance :6, 7 instance :0
001010100---0 instance :1, 7 instance :0
001011000---0 instance :3, 7 instance :0
001011010---0 instance :4, 7 instance :0
001011110---0 instance :1, 7 instance :0
001100000---0 instance :1, 7 instance :0
001101000---0 instance :1, 7 instance :0
001101010---0 instance :2, 7 instance :0
001111010---0 instance :1, 7 instance :0
010000000---0 instance :40, 7 instance :11
010000001---0 instance :3, 7 instance :0
010000010---0 instance :1121, 7 instance :13
010000011---0 instance :2, 7 instance :0
010000100---0 instance :0, 7 instance :3
010000110---0 instance :3, 7 instance :0
010001000---0 instance :46, 7 instance :0
010001001---0 instance :2, 7 instance :0
010001010---0 instance :994, 7 instance :0
010001011---0 instance :1, 7 instance :0
010001100---0 instance :3, 7 instance :0
010001110---0 instance :7, 7 instance :0
010010000---0 instance :4, 7 instance :6
010010010---0 instance :76, 7 instance :14
010011000---0 instance :1, 7 instance :0
010011010---0 instance :42, 7 instance :0
010011110---0 instance :1, 7 instance :0
010100000---0 instance :1, 7 instance :0
010100010---0 instance :11, 7 instance :0
010101000---0 instance :34, 7 instance :0
010101010---0 instance :274, 7 instance :0
010101011---0 instance :1, 7 instance :0
010101110---0 instance :3, 7 instance :0
010110010---0 instance :1, 7 instance :0
010111010---0 instance :13, 7 instance :0
011000000---0 instance :1, 7 instance :0
011001010---0 instance :4, 7 instance :0
100000010---0 instance :0, 7 instance :2
100001010---0 instance :1, 7 instance :0
100001100---0 instance :0, 7 instance :1
110001010---0 instance :2, 7 instance :0
