000000000---1 instance :13, 6 instance :620
000000010---1 instance :13, 6 instance :156
000000110---1 instance :1, 6 instance :0
000001000---1 instance :0, 6 instance :201
000001010---1 instance :0, 6 instance :8
000010000---1 instance :2672, 6 instance :1084
000010010---1 instance :2032, 6 instance :387
000010100---1 instance :24, 6 instance :0
000010101---1 instance :1, 6 instance :0
000011000---1 instance :1, 6 instance :257
000011010---1 instance :1, 6 instance :20
000100010---1 instance :1, 6 instance :0
000101000---1 instance :0, 6 instance :16
000101010---1 instance :0, 6 instance :2
000110000---1 instance :2, 6 instance :0
000110010---1 instance :1, 6 instance :0
000111000---1 instance :0, 6 instance :20
001000000---1 instance :0, 6 instance :25
001000010---1 instance :0, 6 instance :23
001000110---1 instance :1, 6 instance :0
001001000---1 instance :0, 6 instance :2
001001010---1 instance :0, 6 instance :1
001010000---1 instance :79, 6 instance :50
001010010---1 instance :0, 6 instance :42
001010100---1 instance :21, 6 instance :0
001011000---1 instance :0, 6 instance :6
001011010---1 instance :0, 6 instance :2
001100010---1 instance :0, 6 instance :1
010000000---1 instance :16, 6 instance :727
010000010---1 instance :5, 6 instance :123
010000100---1 instance :1, 6 instance :0
010001000---1 instance :0, 6 instance :250
010001010---1 instance :0, 6 instance :25
010010000---1 instance :332, 6 instance :1046
010010001---1 instance :0, 6 instance :1
010010010---1 instance :1522, 6 instance :328
010011000---1 instance :0, 6 instance :377
010011010---1 instance :0, 6 instance :74
010101000---1 instance :0, 6 instance :9
010101010---1 instance :0, 6 instance :1
010111000---1 instance :0, 6 instance :15
010111010---1 instance :0, 6 instance :4
011000000---1 instance :0, 6 instance :1
011010000---1 instance :0, 6 instance :2
100001000---1 instance :0, 6 instance :4
100010001---1 instance :1, 6 instance :0
100011000---1 instance :0, 6 instance :2
100011010---1 instance :0, 6 instance :1
100101000---1 instance :0, 6 instance :3
